date,location,location_type,location_code,location_code_type,data_type,value
2020-05-18,Puerto Rico,state,72,fips_code,cases_total,2710
2020-05-18,Puerto Rico,state,72,fips_code,deaths_total,124
2020-05-18,Rhode Island,state,44,fips_code,cases_total,12795
2020-05-18,Rhode Island,state,44,fips_code,deaths_total,506
2020-05-18,South Carolina,state,45,fips_code,cases_total,8942
2020-05-18,South Carolina,state,45,fips_code,deaths_total,391
2020-05-18,South Dakota,state,46,fips_code,cases_total,4027
2020-05-18,South Dakota,state,46,fips_code,deaths_total,44
2020-05-18,Tennessee,state,47,fips_code,cases_total,17767
2020-05-18,Tennessee,state,47,fips_code,deaths_total,296
2020-05-18,Texas,state,48,fips_code,cases_total,49788
2020-05-18,Texas,state,48,fips_code,deaths_total,1362
2020-05-18,Utah,state,49,fips_code,cases_total,7384
2020-05-18,Utah,state,49,fips_code,deaths_total,80
2020-05-18,Vermont,state,50,fips_code,cases_total,940
2020-05-18,Vermont,state,50,fips_code,deaths_total,54
2020-05-18,Virgin Islands,state,78,fips_code,cases_total,69
2020-05-18,Virgin Islands,state,78,fips_code,deaths_total,6
2020-05-18,Virginia,state,51,fips_code,cases_total,31140
2020-05-18,Virginia,state,51,fips_code,deaths_total,1014
2020-05-18,Washington,state,53,fips_code,cases_total,19521
2020-05-18,Washington,state,53,fips_code,deaths_total,1020
2020-05-18,West Virginia,state,54,fips_code,cases_total,1502
2020-05-18,West Virginia,state,54,fips_code,deaths_total,68
2020-05-18,Wisconsin,state,55,fips_code,cases_total,12722
2020-05-18,Wisconsin,state,55,fips_code,deaths_total,459
2020-05-18,Wyoming,state,56,fips_code,cases_total,766
2020-05-18,Wyoming,state,56,fips_code,deaths_total,10
2020-05-17,Alabama,state,01,fips_code,cases_total,11771
2020-05-17,Alabama,state,01,fips_code,deaths_total,488
2020-05-17,Alaska,state,02,fips_code,cases_total,396
2020-05-17,Alaska,state,02,fips_code,deaths_total,8
2020-05-17,Arizona,state,04,fips_code,cases_total,13937
2020-05-17,Arizona,state,04,fips_code,deaths_total,680
2020-05-17,Arkansas,state,05,fips_code,cases_total,4759
2020-05-17,Arkansas,state,05,fips_code,deaths_total,98
2020-05-17,California,state,06,fips_code,cases_total,80366
2020-05-17,California,state,06,fips_code,deaths_total,3290
2020-05-17,Colorado,state,08,fips_code,cases_total,21909
2020-05-17,Colorado,state,08,fips_code,deaths_total,1215
2020-05-17,Connecticut,state,09,fips_code,cases_total,37419
2020-05-17,Connecticut,state,09,fips_code,deaths_total,3408
2020-05-17,Delaware,state,10,fips_code,cases_total,7670
2020-05-17,Delaware,state,10,fips_code,deaths_total,290
2020-05-17,District of Columbia,state,11,fips_code,cases_total,7123
2020-05-17,District of Columbia,state,11,fips_code,deaths_total,383
2020-05-17,Florida,state,12,fips_code,cases_total,45580
2020-05-17,Florida,state,12,fips_code,deaths_total,1972
2020-05-17,Georgia,state,13,fips_code,cases_total,35954
2020-05-17,Georgia,state,13,fips_code,deaths_total,1584
2020-05-17,Guam,state,66,fips_code,cases_total,1123
2020-05-17,Guam,state,66,fips_code,deaths_total,6
2020-05-17,Hawaii,state,15,fips_code,cases_total,630
2020-05-17,Hawaii,state,15,fips_code,deaths_total,17
2020-05-17,Idaho,state,16,fips_code,cases_total,2421
2020-05-17,Idaho,state,16,fips_code,deaths_total,73
2020-05-17,Illinois,state,17,fips_code,cases_total,94360
2020-05-17,Illinois,state,17,fips_code,deaths_total,4198
2020-05-17,Indiana,state,18,fips_code,cases_total,28419
2020-05-17,Indiana,state,18,fips_code,deaths_total,1751
2020-05-17,Iowa,state,19,fips_code,cases_total,14651
2020-05-17,Iowa,state,19,fips_code,deaths_total,351
2020-05-17,Kansas,state,20,fips_code,cases_total,8066
2020-05-17,Kansas,state,20,fips_code,deaths_total,189
2020-05-17,Kentucky,state,21,fips_code,cases_total,7793
2020-05-17,Kentucky,state,21,fips_code,deaths_total,346
2020-05-17,Louisiana,state,22,fips_code,cases_total,34498
2020-05-17,Louisiana,state,22,fips_code,deaths_total,2491
2020-05-17,Maine,state,23,fips_code,cases_total,1687
2020-05-17,Maine,state,23,fips_code,deaths_total,70
2020-05-17,Maryland,state,24,fips_code,cases_total,38920
2020-05-17,Maryland,state,24,fips_code,deaths_total,1992
2020-05-17,Massachusetts,state,25,fips_code,cases_total,86010
2020-05-17,Massachusetts,state,25,fips_code,deaths_total,5797
2020-05-17,Michigan,state,26,fips_code,cases_total,51054
2020-05-17,Michigan,state,26,fips_code,deaths_total,4891
2020-05-17,Minnesota,state,27,fips_code,cases_total,15677
2020-05-17,Minnesota,state,27,fips_code,deaths_total,731
2020-05-17,Mississippi,state,28,fips_code,cases_total,11296
2020-05-17,Mississippi,state,28,fips_code,deaths_total,521
2020-05-17,Missouri,state,29,fips_code,cases_total,11069
2020-05-17,Missouri,state,29,fips_code,deaths_total,601
2020-05-17,Montana,state,30,fips_code,cases_total,468
2020-05-17,Montana,state,30,fips_code,deaths_total,16
2020-05-17,Nebraska,state,31,fips_code,cases_total,10348
2020-05-17,Nebraska,state,31,fips_code,deaths_total,129
2020-05-17,Nevada,state,32,fips_code,cases_total,6935
2020-05-17,Nevada,state,32,fips_code,deaths_total,350
2020-05-17,New Hampshire,state,33,fips_code,cases_total,3596
2020-05-17,New Hampshire,state,33,fips_code,deaths_total,172
2020-05-17,New Jersey,state,34,fips_code,cases_total,146334
2020-05-17,New Jersey,state,34,fips_code,deaths_total,10356
2020-05-17,New Mexico,state,35,fips_code,cases_total,5938
2020-05-17,New Mexico,state,35,fips_code,deaths_total,265
2020-05-17,New York,state,36,fips_code,cases_total,355037
2020-05-17,New York,state,36,fips_code,deaths_total,28168
2020-05-17,North Carolina,state,37,fips_code,cases_total,18537
2020-05-17,North Carolina,state,37,fips_code,deaths_total,679
2020-05-17,North Dakota,state,38,fips_code,cases_total,1900
2020-05-17,North Dakota,state,38,fips_code,deaths_total,43
2020-05-17,Northern Mariana Islands,state,69,fips_code,cases_total,21
2020-05-17,Northern Mariana Islands,state,69,fips_code,deaths_total,2
2020-05-17,Ohio,state,39,fips_code,cases_total,27925
2020-05-17,Ohio,state,39,fips_code,deaths_total,1625
2020-05-17,Oklahoma,state,40,fips_code,cases_total,5310
2020-05-17,Oklahoma,state,40,fips_code,deaths_total,288
2020-05-17,Oregon,state,41,fips_code,cases_total,3623
2020-05-17,Oregon,state,41,fips_code,deaths_total,137
2020-05-17,Pennsylvania,state,42,fips_code,cases_total,65745
2020-05-17,Pennsylvania,state,42,fips_code,deaths_total,4504
2020-05-17,Puerto Rico,state,72,fips_code,cases_total,2646
2020-05-17,Puerto Rico,state,72,fips_code,deaths_total,123
2020-05-17,Rhode Island,state,44,fips_code,cases_total,12674
2020-05-17,Rhode Island,state,44,fips_code,deaths_total,499
2020-05-17,South Carolina,state,45,fips_code,cases_total,8816
2020-05-17,South Carolina,state,45,fips_code,deaths_total,385
2020-05-17,South Dakota,state,46,fips_code,cases_total,3987
2020-05-17,South Dakota,state,46,fips_code,deaths_total,44
2020-05-17,Tennessee,state,47,fips_code,cases_total,17391
2020-05-17,Tennessee,state,47,fips_code,deaths_total,293
2020-05-17,Texas,state,48,fips_code,cases_total,48828
2020-05-17,Texas,state,48,fips_code,deaths_total,1356
2020-05-17,Utah,state,49,fips_code,cases_total,7238
2020-05-17,Utah,state,49,fips_code,deaths_total,80
2020-05-17,Vermont,state,50,fips_code,cases_total,940
2020-05-17,Vermont,state,50,fips_code,deaths_total,54
2020-05-17,Virgin Islands,state,78,fips_code,cases_total,69
2020-05-17,Virgin Islands,state,78,fips_code,deaths_total,6
2020-05-17,Virginia,state,51,fips_code,cases_total,30388
2020-05-17,Virginia,state,51,fips_code,deaths_total,1009
2020-05-17,Washington,state,53,fips_code,cases_total,19281
2020-05-17,Washington,state,53,fips_code,deaths_total,1016
2020-05-17,West Virginia,state,54,fips_code,cases_total,1492
2020-05-17,West Virginia,state,54,fips_code,deaths_total,67
2020-05-17,Wisconsin,state,55,fips_code,cases_total,12571
2020-05-17,Wisconsin,state,55,fips_code,deaths_total,453
2020-05-17,Wyoming,state,56,fips_code,cases_total,754
2020-05-17,Wyoming,state,56,fips_code,deaths_total,8
2020-05-16,Alabama,state,01,fips_code,cases_total,11674
2020-05-16,Alabama,state,01,fips_code,deaths_total,485
2020-05-16,Alaska,state,02,fips_code,cases_total,392
2020-05-16,Alaska,state,02,fips_code,deaths_total,8
2020-05-16,Arizona,state,04,fips_code,cases_total,13631
2020-05-16,Arizona,state,04,fips_code,deaths_total,679
2020-05-16,Arkansas,state,05,fips_code,cases_total,4578
2020-05-16,Arkansas,state,05,fips_code,deaths_total,98
2020-05-16,California,state,06,fips_code,cases_total,78933
2020-05-16,California,state,06,fips_code,deaths_total,3254
2020-05-16,Colorado,state,08,fips_code,cases_total,21604
2020-05-16,Colorado,state,08,fips_code,deaths_total,1192
2020-05-16,Connecticut,state,09,fips_code,cases_total,36703
2020-05-16,Connecticut,state,09,fips_code,deaths_total,3339
2020-05-16,Delaware,state,10,fips_code,cases_total,7547
2020-05-16,Delaware,state,10,fips_code,deaths_total,286
2020-05-16,District of Columbia,state,11,fips_code,cases_total,7042
2020-05-16,District of Columbia,state,11,fips_code,deaths_total,375
2020-05-16,Florida,state,12,fips_code,cases_total,44803
2020-05-16,Florida,state,12,fips_code,deaths_total,1963
2020-05-16,Georgia,state,13,fips_code,cases_total,35655
2020-05-16,Georgia,state,13,fips_code,deaths_total,1573
2020-05-16,Guam,state,66,fips_code,cases_total,1123
2020-05-16,Guam,state,66,fips_code,deaths_total,6
2020-05-16,Hawaii,state,15,fips_code,cases_total,629
2020-05-16,Hawaii,state,15,fips_code,deaths_total,17
2020-05-16,Idaho,state,16,fips_code,cases_total,2419
2020-05-16,Idaho,state,16,fips_code,deaths_total,73
2020-05-16,Illinois,state,17,fips_code,cases_total,92669
2020-05-16,Illinois,state,17,fips_code,deaths_total,4149
2020-05-16,Indiana,state,18,fips_code,cases_total,27919
2020-05-16,Indiana,state,18,fips_code,deaths_total,1741
2020-05-16,Iowa,state,19,fips_code,cases_total,14328
2020-05-16,Iowa,state,19,fips_code,deaths_total,346
2020-05-16,Kansas,state,20,fips_code,cases_total,8059
2020-05-16,Kansas,state,20,fips_code,deaths_total,189
2020-05-16,Kentucky,state,21,fips_code,cases_total,7773
2020-05-16,Kentucky,state,21,fips_code,deaths_total,346
2020-05-16,Louisiana,state,22,fips_code,cases_total,34183
2020-05-16,Louisiana,state,22,fips_code,deaths_total,2479
2020-05-16,Maine,state,23,fips_code,cases_total,1648
2020-05-16,Maine,state,23,fips_code,deaths_total,70
2020-05-16,Maryland,state,24,fips_code,cases_total,38083
2020-05-16,Maryland,state,24,fips_code,deaths_total,1957
2020-05-16,Massachusetts,state,25,fips_code,cases_total,84933
2020-05-16,Massachusetts,state,25,fips_code,deaths_total,5705
2020-05-16,Michigan,state,26,fips_code,cases_total,50416
2020-05-16,Michigan,state,26,fips_code,deaths_total,4880
2020-05-16,Minnesota,state,27,fips_code,cases_total,14978
2020-05-16,Minnesota,state,27,fips_code,deaths_total,709
2020-05-16,Mississippi,state,28,fips_code,cases_total,11123
2020-05-16,Mississippi,state,28,fips_code,deaths_total,510
2020-05-16,Missouri,state,29,fips_code,cases_total,10794
2020-05-16,Missouri,state,29,fips_code,deaths_total,593
2020-05-16,Montana,state,30,fips_code,cases_total,468
2020-05-16,Montana,state,30,fips_code,deaths_total,16
2020-05-16,Nebraska,state,31,fips_code,cases_total,10220
2020-05-16,Nebraska,state,31,fips_code,deaths_total,129
2020-05-16,Nevada,state,32,fips_code,cases_total,6810
2020-05-16,Nevada,state,32,fips_code,deaths_total,349
2020-05-16,New Hampshire,state,33,fips_code,cases_total,3556
2020-05-16,New Hampshire,state,33,fips_code,deaths_total,171
2020-05-16,New Jersey,state,34,fips_code,cases_total,145089
2020-05-16,New Jersey,state,34,fips_code,deaths_total,10249
2020-05-16,New Mexico,state,35,fips_code,cases_total,5847
2020-05-16,New Mexico,state,35,fips_code,deaths_total,259
2020-05-16,New York,state,36,fips_code,cases_total,353136
2020-05-16,New York,state,36,fips_code,deaths_total,27953
2020-05-16,North Carolina,state,37,fips_code,cases_total,18009
2020-05-16,North Carolina,state,37,fips_code,deaths_total,671
2020-05-16,North Dakota,state,38,fips_code,cases_total,1848
2020-05-16,North Dakota,state,38,fips_code,deaths_total,42
2020-05-16,Northern Mariana Islands,state,69,fips_code,cases_total,21
2020-05-16,Northern Mariana Islands,state,69,fips_code,deaths_total,2
2020-05-16,Ohio,state,39,fips_code,cases_total,27476
2020-05-16,Ohio,state,39,fips_code,deaths_total,1610
2020-05-16,Oklahoma,state,40,fips_code,cases_total,5237
2020-05-16,Oklahoma,state,40,fips_code,deaths_total,288
2020-05-16,Oregon,state,41,fips_code,cases_total,3612
2020-05-16,Oregon,state,41,fips_code,deaths_total,137
2020-05-16,Pennsylvania,state,42,fips_code,cases_total,65228
2020-05-16,Pennsylvania,state,42,fips_code,deaths_total,4490
2020-05-16,Puerto Rico,state,72,fips_code,cases_total,2589
2020-05-16,Puerto Rico,state,72,fips_code,deaths_total,122
2020-05-16,Rhode Island,state,44,fips_code,cases_total,12434
2020-05-16,Rhode Island,state,44,fips_code,deaths_total,489
2020-05-16,South Carolina,state,45,fips_code,cases_total,8661
2020-05-16,South Carolina,state,45,fips_code,deaths_total,380
2020-05-16,South Dakota,state,46,fips_code,cases_total,3959
2020-05-16,South Dakota,state,46,fips_code,deaths_total,44
2020-05-16,Tennessee,state,47,fips_code,cases_total,17204
2020-05-16,Tennessee,state,47,fips_code,deaths_total,292
2020-05-16,Texas,state,48,fips_code,cases_total,47866
2020-05-16,Texas,state,48,fips_code,deaths_total,1330
2020-05-16,Utah,state,49,fips_code,cases_total,7068
2020-05-16,Utah,state,49,fips_code,deaths_total,78
2020-05-16,Vermont,state,50,fips_code,cases_total,934
2020-05-16,Vermont,state,50,fips_code,deaths_total,53
2020-05-16,Virgin Islands,state,78,fips_code,cases_total,69
2020-05-16,Virgin Islands,state,78,fips_code,deaths_total,6
2020-05-16,Virginia,state,51,fips_code,cases_total,29683
2020-05-16,Virginia,state,51,fips_code,deaths_total,1002
2020-05-16,Washington,state,53,fips_code,cases_total,19109
2020-05-16,Washington,state,53,fips_code,deaths_total,1015
2020-05-16,West Virginia,state,54,fips_code,cases_total,1470
2020-05-16,West Virginia,state,54,fips_code,deaths_total,65
2020-05-16,Wisconsin,state,55,fips_code,cases_total,12368
2020-05-16,Wisconsin,state,55,fips_code,deaths_total,453
2020-05-16,Wyoming,state,56,fips_code,cases_total,741
2020-05-16,Wyoming,state,56,fips_code,deaths_total,7
2020-05-15,Alabama,state,01,fips_code,cases_total,11373
2020-05-15,Alabama,state,01,fips_code,deaths_total,483
2020-05-15,Alaska,state,02,fips_code,cases_total,388
2020-05-15,Alaska,state,02,fips_code,deaths_total,8
2020-05-15,Arizona,state,04,fips_code,cases_total,13169
2020-05-15,Arizona,state,04,fips_code,deaths_total,651
2020-05-15,Arkansas,state,05,fips_code,cases_total,4463
2020-05-15,Arkansas,state,05,fips_code,deaths_total,98
2020-05-15,California,state,06,fips_code,cases_total,77015
2020-05-15,California,state,06,fips_code,deaths_total,3192
2020-05-15,Colorado,state,08,fips_code,cases_total,21207
2020-05-15,Colorado,state,08,fips_code,deaths_total,1150
2020-05-15,Connecticut,state,09,fips_code,cases_total,36085
2020-05-15,Connecticut,state,09,fips_code,deaths_total,3285
2020-05-15,Delaware,state,10,fips_code,cases_total,7373
2020-05-15,Delaware,state,10,fips_code,deaths_total,271
2020-05-15,District of Columbia,state,11,fips_code,cases_total,6871
2020-05-15,District of Columbia,state,11,fips_code,deaths_total,368
2020-05-15,Florida,state,12,fips_code,cases_total,44130
2020-05-15,Florida,state,12,fips_code,deaths_total,1916
2020-05-15,Georgia,state,13,fips_code,cases_total,35242
2020-05-15,Georgia,state,13,fips_code,deaths_total,1563
2020-05-15,Guam,state,66,fips_code,cases_total,1123
2020-05-15,Guam,state,66,fips_code,deaths_total,6
2020-05-15,Hawaii,state,15,fips_code,cases_total,628
2020-05-15,Hawaii,state,15,fips_code,deaths_total,17
2020-05-15,Idaho,state,16,fips_code,cases_total,2389
2020-05-15,Idaho,state,16,fips_code,deaths_total,73
2020-05-15,Illinois,state,17,fips_code,cases_total,90528
2020-05-15,Illinois,state,17,fips_code,deaths_total,4075
2020-05-15,Indiana,state,18,fips_code,cases_total,27281
2020-05-15,Indiana,state,18,fips_code,deaths_total,1691
2020-05-15,Iowa,state,19,fips_code,cases_total,14049
2020-05-15,Iowa,state,19,fips_code,deaths_total,336
2020-05-15,Kansas,state,20,fips_code,cases_total,8006
2020-05-15,Kansas,state,20,fips_code,deaths_total,187
2020-05-15,Kentucky,state,21,fips_code,cases_total,7578
2020-05-15,Kentucky,state,21,fips_code,deaths_total,343
2020-05-15,Louisiana,state,22,fips_code,cases_total,33903
2020-05-15,Louisiana,state,22,fips_code,deaths_total,2448
2020-05-15,Maine,state,23,fips_code,cases_total,1603
2020-05-15,Maine,state,23,fips_code,deaths_total,69
2020-05-15,Maryland,state,24,fips_code,cases_total,37105
2020-05-15,Maryland,state,24,fips_code,deaths_total,1911
2020-05-15,Massachusetts,state,25,fips_code,cases_total,83421
2020-05-15,Massachusetts,state,25,fips_code,deaths_total,5592
2020-05-15,Michigan,state,26,fips_code,cases_total,49982
2020-05-15,Michigan,state,26,fips_code,deaths_total,4825
2020-05-15,Minnesota,state,27,fips_code,cases_total,14249
2020-05-15,Minnesota,state,27,fips_code,deaths_total,692
2020-05-15,Mississippi,state,28,fips_code,cases_total,10801
2020-05-15,Mississippi,state,28,fips_code,deaths_total,493
2020-05-15,Missouri,state,29,fips_code,cases_total,10567
2020-05-15,Missouri,state,29,fips_code,deaths_total,579
2020-05-15,Montana,state,30,fips_code,cases_total,466
2020-05-15,Montana,state,30,fips_code,deaths_total,16
2020-05-15,Nebraska,state,31,fips_code,cases_total,9766
2020-05-15,Nebraska,state,31,fips_code,deaths_total,122
2020-05-15,Nevada,state,32,fips_code,cases_total,6733
2020-05-15,Nevada,state,32,fips_code,deaths_total,345
2020-05-15,New Hampshire,state,33,fips_code,cases_total,3464
2020-05-15,New Hampshire,state,33,fips_code,deaths_total,159
2020-05-15,New Jersey,state,34,fips_code,cases_total,143905
2020-05-15,New Jersey,state,34,fips_code,deaths_total,10138
2020-05-15,New Mexico,state,35,fips_code,cases_total,5662
2020-05-15,New Mexico,state,35,fips_code,deaths_total,253
2020-05-15,New York,state,36,fips_code,cases_total,350951
2020-05-15,New York,state,36,fips_code,deaths_total,27755
2020-05-15,North Carolina,state,37,fips_code,cases_total,17190
2020-05-15,North Carolina,state,37,fips_code,deaths_total,660
2020-05-15,North Dakota,state,38,fips_code,cases_total,1761
2020-05-15,North Dakota,state,38,fips_code,deaths_total,42
2020-05-15,Northern Mariana Islands,state,69,fips_code,cases_total,19
2020-05-15,Northern Mariana Islands,state,69,fips_code,deaths_total,2
2020-05-15,Ohio,state,39,fips_code,cases_total,26956
2020-05-15,Ohio,state,39,fips_code,deaths_total,1581
2020-05-15,Oklahoma,state,40,fips_code,cases_total,5086
2020-05-15,Oklahoma,state,40,fips_code,deaths_total,285
2020-05-15,Oregon,state,41,fips_code,cases_total,3541
2020-05-15,Oregon,state,41,fips_code,deaths_total,137
2020-05-15,Pennsylvania,state,42,fips_code,cases_total,64178
2020-05-15,Pennsylvania,state,42,fips_code,deaths_total,4432
2020-05-15,Puerto Rico,state,72,fips_code,cases_total,2542
2020-05-15,Puerto Rico,state,72,fips_code,deaths_total,122
2020-05-15,Rhode Island,state,44,fips_code,cases_total,12219
2020-05-15,Rhode Island,state,44,fips_code,deaths_total,479
2020-05-15,South Carolina,state,45,fips_code,cases_total,8407
2020-05-15,South Carolina,state,45,fips_code,deaths_total,380
2020-05-15,South Dakota,state,46,fips_code,cases_total,3887
2020-05-15,South Dakota,state,46,fips_code,deaths_total,44
2020-05-15,Tennessee,state,47,fips_code,cases_total,16917
2020-05-15,Tennessee,state,47,fips_code,deaths_total,288
2020-05-15,Texas,state,48,fips_code,cases_total,46987
2020-05-15,Texas,state,48,fips_code,deaths_total,1300
2020-05-15,Utah,state,49,fips_code,cases_total,6930
2020-05-15,Utah,state,49,fips_code,deaths_total,77
2020-05-15,Vermont,state,50,fips_code,cases_total,933
2020-05-15,Vermont,state,50,fips_code,deaths_total,53
2020-05-15,Virgin Islands,state,78,fips_code,cases_total,69
2020-05-15,Virgin Islands,state,78,fips_code,deaths_total,6
2020-05-15,Virginia,state,51,fips_code,cases_total,28672
2020-05-15,Virginia,state,51,fips_code,deaths_total,977
2020-05-15,Washington,state,53,fips_code,cases_total,18913
2020-05-15,Washington,state,53,fips_code,deaths_total,1008
2020-05-15,West Virginia,state,54,fips_code,cases_total,1447
2020-05-15,West Virginia,state,54,fips_code,deaths_total,64
2020-05-15,Wisconsin,state,55,fips_code,cases_total,11854
2020-05-15,Wisconsin,state,55,fips_code,deaths_total,445
2020-05-15,Wyoming,state,56,fips_code,cases_total,716
2020-05-15,Wyoming,state,56,fips_code,deaths_total,7
2020-05-14,Alabama,state,01,fips_code,cases_total,11101
2020-05-14,Alabama,state,01,fips_code,deaths_total,473
2020-05-14,Alaska,state,02,fips_code,cases_total,387
2020-05-14,Alaska,state,02,fips_code,deaths_total,8
2020-05-14,Arizona,state,04,fips_code,cases_total,12674
2020-05-14,Arizona,state,04,fips_code,deaths_total,624
2020-05-14,Arkansas,state,05,fips_code,cases_total,4366
2020-05-14,Arkansas,state,05,fips_code,deaths_total,98
2020-05-14,California,state,06,fips_code,cases_total,74947
2020-05-14,California,state,06,fips_code,deaths_total,3039
2020-05-14,Colorado,state,08,fips_code,cases_total,20813
2020-05-14,Colorado,state,08,fips_code,deaths_total,1091
2020-05-14,Connecticut,state,09,fips_code,cases_total,35464
2020-05-14,Connecticut,state,09,fips_code,deaths_total,3219
2020-05-14,Delaware,state,10,fips_code,cases_total,7223
2020-05-14,Delaware,state,10,fips_code,deaths_total,260
2020-05-14,District of Columbia,state,11,fips_code,cases_total,6736
2020-05-14,District of Columbia,state,11,fips_code,deaths_total,358
2020-05-14,Florida,state,12,fips_code,cases_total,43202
2020-05-14,Florida,state,12,fips_code,deaths_total,1874
2020-05-14,Georgia,state,13,fips_code,cases_total,34422
2020-05-14,Georgia,state,13,fips_code,deaths_total,1521
2020-05-14,Guam,state,66,fips_code,cases_total,1121
2020-05-14,Guam,state,66,fips_code,deaths_total,6
2020-05-14,Hawaii,state,15,fips_code,cases_total,627
2020-05-14,Hawaii,state,15,fips_code,deaths_total,17
2020-05-14,Idaho,state,16,fips_code,cases_total,2352
2020-05-14,Idaho,state,16,fips_code,deaths_total,72
2020-05-14,Illinois,state,17,fips_code,cases_total,88081
2020-05-14,Illinois,state,17,fips_code,deaths_total,3945
2020-05-14,Indiana,state,18,fips_code,cases_total,26627
2020-05-14,Indiana,state,18,fips_code,deaths_total,1646
2020-05-14,Iowa,state,19,fips_code,cases_total,13675
2020-05-14,Iowa,state,19,fips_code,deaths_total,318
2020-05-14,Kansas,state,20,fips_code,cases_total,7668
2020-05-14,Kansas,state,20,fips_code,deaths_total,181
2020-05-14,Kentucky,state,21,fips_code,cases_total,7397
2020-05-14,Kentucky,state,21,fips_code,deaths_total,341
2020-05-14,Louisiana,state,22,fips_code,cases_total,33555
2020-05-14,Louisiana,state,22,fips_code,deaths_total,2417
2020-05-14,Maine,state,23,fips_code,cases_total,1565
2020-05-14,Maine,state,23,fips_code,deaths_total,69
2020-05-14,Maryland,state,24,fips_code,cases_total,36021
2020-05-14,Maryland,state,24,fips_code,deaths_total,1866
2020-05-14,Massachusetts,state,25,fips_code,cases_total,82182
2020-05-14,Massachusetts,state,25,fips_code,deaths_total,5482
2020-05-14,Michigan,state,26,fips_code,cases_total,49489
2020-05-14,Michigan,state,26,fips_code,deaths_total,4787
2020-05-14,Minnesota,state,27,fips_code,cases_total,13443
2020-05-14,Minnesota,state,27,fips_code,deaths_total,672
2020-05-14,Mississippi,state,28,fips_code,cases_total,10483
2020-05-14,Mississippi,state,28,fips_code,deaths_total,480
2020-05-14,Missouri,state,29,fips_code,cases_total,10490
2020-05-14,Missouri,state,29,fips_code,deaths_total,564
2020-05-14,Montana,state,30,fips_code,cases_total,462
2020-05-14,Montana,state,30,fips_code,deaths_total,16
2020-05-14,Nebraska,state,31,fips_code,cases_total,9411
2020-05-14,Nebraska,state,31,fips_code,deaths_total,117
2020-05-14,Nevada,state,32,fips_code,cases_total,6604
2020-05-14,Nevada,state,32,fips_code,deaths_total,339
2020-05-14,New Hampshire,state,33,fips_code,cases_total,3382
2020-05-14,New Hampshire,state,33,fips_code,deaths_total,151
2020-05-14,New Jersey,state,34,fips_code,cases_total,142704
2020-05-14,New Jersey,state,34,fips_code,deaths_total,9946
2020-05-14,New Mexico,state,35,fips_code,cases_total,5503
2020-05-14,New Mexico,state,35,fips_code,deaths_total,242
2020-05-14,New York,state,36,fips_code,cases_total,348192
2020-05-14,New York,state,36,fips_code,deaths_total,27617
2020-05-14,North Carolina,state,37,fips_code,cases_total,16593
2020-05-14,North Carolina,state,37,fips_code,deaths_total,632
2020-05-14,North Dakota,state,38,fips_code,cases_total,1712
2020-05-14,North Dakota,state,38,fips_code,deaths_total,40
2020-05-14,Northern Mariana Islands,state,69,fips_code,cases_total,19
2020-05-14,Northern Mariana Islands,state,69,fips_code,deaths_total,2
2020-05-14,Ohio,state,39,fips_code,cases_total,26363
2020-05-14,Ohio,state,39,fips_code,deaths_total,1534
2020-05-14,Oklahoma,state,40,fips_code,cases_total,4962
2020-05-14,Oklahoma,state,40,fips_code,deaths_total,284
2020-05-14,Oregon,state,41,fips_code,cases_total,3479
2020-05-14,Oregon,state,41,fips_code,deaths_total,137
2020-05-14,Pennsylvania,state,42,fips_code,cases_total,63158
2020-05-14,Pennsylvania,state,42,fips_code,deaths_total,4298
2020-05-14,Puerto Rico,state,72,fips_code,cases_total,2427
2020-05-14,Puerto Rico,state,72,fips_code,deaths_total,117
2020-05-14,Rhode Island,state,44,fips_code,cases_total,12016
2020-05-14,Rhode Island,state,44,fips_code,deaths_total,468
2020-05-14,South Carolina,state,45,fips_code,cases_total,8189
2020-05-14,South Carolina,state,45,fips_code,deaths_total,371
2020-05-14,South Dakota,state,46,fips_code,cases_total,3792
2020-05-14,South Dakota,state,46,fips_code,deaths_total,43
2020-05-14,Tennessee,state,47,fips_code,cases_total,16588
2020-05-14,Tennessee,state,47,fips_code,deaths_total,284
2020-05-14,Texas,state,48,fips_code,cases_total,45169
2020-05-14,Texas,state,48,fips_code,deaths_total,1256
2020-05-14,Utah,state,49,fips_code,cases_total,6760
2020-05-14,Utah,state,49,fips_code,deaths_total,76
2020-05-14,Vermont,state,50,fips_code,cases_total,932
2020-05-14,Vermont,state,50,fips_code,deaths_total,53
2020-05-14,Virgin Islands,state,78,fips_code,cases_total,69
2020-05-14,Virgin Islands,state,78,fips_code,deaths_total,6
2020-05-14,Virginia,state,51,fips_code,cases_total,27813
2020-05-14,Virginia,state,51,fips_code,deaths_total,955
2020-05-14,Washington,state,53,fips_code,cases_total,18649
2020-05-14,Washington,state,53,fips_code,deaths_total,991
2020-05-14,West Virginia,state,54,fips_code,cases_total,1434
2020-05-14,West Virginia,state,54,fips_code,deaths_total,62
2020-05-14,Wisconsin,state,55,fips_code,cases_total,11280
2020-05-14,Wisconsin,state,55,fips_code,deaths_total,434
2020-05-14,Wyoming,state,56,fips_code,cases_total,701
2020-05-14,Wyoming,state,56,fips_code,deaths_total,7
2020-05-13,Alabama,state,01,fips_code,cases_total,10700
2020-05-13,Alabama,state,01,fips_code,deaths_total,450
