date,location,location_type,location_standardized,location_standardized_type,data_type,value
2020-01-21,Washington,state,53,fips_code,cases_total,1
2020-01-21,Washington,state,53,fips_code,deaths_total,0
2020-01-22,Washington,state,53,fips_code,cases_total,1
2020-01-22,Washington,state,53,fips_code,deaths_total,0
2020-01-23,Washington,state,53,fips_code,cases_total,1
2020-01-23,Washington,state,53,fips_code,deaths_total,0
2020-01-24,Illinois,state,17,fips_code,cases_total,1
2020-01-24,Illinois,state,17,fips_code,deaths_total,0
2020-01-24,Washington,state,53,fips_code,cases_total,1
2020-01-24,Washington,state,53,fips_code,deaths_total,0
2020-01-25,California,state,06,fips_code,cases_total,1
2020-01-25,California,state,06,fips_code,deaths_total,0
2020-01-25,Illinois,state,17,fips_code,cases_total,1
2020-01-25,Illinois,state,17,fips_code,deaths_total,0
2020-01-25,Washington,state,53,fips_code,cases_total,1
2020-01-25,Washington,state,53,fips_code,deaths_total,0
2020-01-26,Arizona,state,04,fips_code,cases_total,1
2020-01-26,Arizona,state,04,fips_code,deaths_total,0
2020-01-26,California,state,06,fips_code,cases_total,2
2020-01-26,California,state,06,fips_code,deaths_total,0
2020-01-26,Illinois,state,17,fips_code,cases_total,1
2020-01-26,Illinois,state,17,fips_code,deaths_total,0
2020-01-26,Washington,state,53,fips_code,cases_total,1
2020-01-26,Washington,state,53,fips_code,deaths_total,0
2020-01-27,Arizona,state,04,fips_code,cases_total,1
2020-01-27,Arizona,state,04,fips_code,deaths_total,0
2020-01-27,California,state,06,fips_code,cases_total,2
2020-01-27,California,state,06,fips_code,deaths_total,0
2020-01-27,Illinois,state,17,fips_code,cases_total,1
2020-01-27,Illinois,state,17,fips_code,deaths_total,0
2020-01-27,Washington,state,53,fips_code,cases_total,1
2020-01-27,Washington,state,53,fips_code,deaths_total,0
2020-01-28,Arizona,state,04,fips_code,cases_total,1
2020-01-28,Arizona,state,04,fips_code,deaths_total,0
2020-01-28,California,state,06,fips_code,cases_total,2
2020-01-28,California,state,06,fips_code,deaths_total,0
2020-01-28,Illinois,state,17,fips_code,cases_total,1
2020-01-28,Illinois,state,17,fips_code,deaths_total,0
2020-01-28,Washington,state,53,fips_code,cases_total,1
2020-01-28,Washington,state,53,fips_code,deaths_total,0
2020-01-29,Arizona,state,04,fips_code,cases_total,1
2020-01-29,Arizona,state,04,fips_code,deaths_total,0
2020-01-29,California,state,06,fips_code,cases_total,2
2020-01-29,California,state,06,fips_code,deaths_total,0
2020-01-29,Illinois,state,17,fips_code,cases_total,1
2020-01-29,Illinois,state,17,fips_code,deaths_total,0
2020-01-29,Washington,state,53,fips_code,cases_total,1
2020-01-29,Washington,state,53,fips_code,deaths_total,0
2020-01-30,Arizona,state,04,fips_code,cases_total,1
2020-01-30,Arizona,state,04,fips_code,deaths_total,0
2020-01-30,California,state,06,fips_code,cases_total,2
2020-01-30,California,state,06,fips_code,deaths_total,0
2020-01-30,Illinois,state,17,fips_code,cases_total,2
2020-01-30,Illinois,state,17,fips_code,deaths_total,0
2020-01-30,Washington,state,53,fips_code,cases_total,1
2020-01-30,Washington,state,53,fips_code,deaths_total,0
2020-01-31,Arizona,state,04,fips_code,cases_total,1
2020-01-31,Arizona,state,04,fips_code,deaths_total,0
2020-01-31,California,state,06,fips_code,cases_total,3
2020-01-31,California,state,06,fips_code,deaths_total,0
2020-01-31,Illinois,state,17,fips_code,cases_total,2
2020-01-31,Illinois,state,17,fips_code,deaths_total,0
2020-01-31,Washington,state,53,fips_code,cases_total,1
2020-01-31,Washington,state,53,fips_code,deaths_total,0
2020-02-01,Arizona,state,04,fips_code,cases_total,1
2020-02-01,Arizona,state,04,fips_code,deaths_total,0
2020-02-01,California,state,06,fips_code,cases_total,3
2020-02-01,California,state,06,fips_code,deaths_total,0
2020-02-01,Illinois,state,17,fips_code,cases_total,2
2020-02-01,Illinois,state,17,fips_code,deaths_total,0
2020-02-01,Massachusetts,state,25,fips_code,cases_total,1
2020-02-01,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-01,Washington,state,53,fips_code,cases_total,1
2020-02-01,Washington,state,53,fips_code,deaths_total,0
2020-02-02,Arizona,state,04,fips_code,cases_total,1
2020-02-02,Arizona,state,04,fips_code,deaths_total,0
2020-02-02,California,state,06,fips_code,cases_total,6
2020-02-02,California,state,06,fips_code,deaths_total,0
2020-02-02,Illinois,state,17,fips_code,cases_total,2
2020-02-02,Illinois,state,17,fips_code,deaths_total,0
2020-02-02,Massachusetts,state,25,fips_code,cases_total,1
2020-02-02,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-02,Washington,state,53,fips_code,cases_total,1
2020-02-02,Washington,state,53,fips_code,deaths_total,0
2020-02-03,Arizona,state,04,fips_code,cases_total,1
2020-02-03,Arizona,state,04,fips_code,deaths_total,0
2020-02-03,California,state,06,fips_code,cases_total,6
2020-02-03,California,state,06,fips_code,deaths_total,0
2020-02-03,Illinois,state,17,fips_code,cases_total,2
2020-02-03,Illinois,state,17,fips_code,deaths_total,0
2020-02-03,Massachusetts,state,25,fips_code,cases_total,1
2020-02-03,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-03,Washington,state,53,fips_code,cases_total,1
2020-02-03,Washington,state,53,fips_code,deaths_total,0
2020-02-04,Arizona,state,04,fips_code,cases_total,1
2020-02-04,Arizona,state,04,fips_code,deaths_total,0
2020-02-04,California,state,06,fips_code,cases_total,6
2020-02-04,California,state,06,fips_code,deaths_total,0
2020-02-04,Illinois,state,17,fips_code,cases_total,2
2020-02-04,Illinois,state,17,fips_code,deaths_total,0
2020-02-04,Massachusetts,state,25,fips_code,cases_total,1
2020-02-04,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-04,Washington,state,53,fips_code,cases_total,1
2020-02-04,Washington,state,53,fips_code,deaths_total,0
2020-02-05,Arizona,state,04,fips_code,cases_total,1
2020-02-05,Arizona,state,04,fips_code,deaths_total,0
2020-02-05,California,state,06,fips_code,cases_total,6
2020-02-05,California,state,06,fips_code,deaths_total,0
2020-02-05,Illinois,state,17,fips_code,cases_total,2
2020-02-05,Illinois,state,17,fips_code,deaths_total,0
2020-02-05,Massachusetts,state,25,fips_code,cases_total,1
2020-02-05,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-05,Washington,state,53,fips_code,cases_total,1
2020-02-05,Washington,state,53,fips_code,deaths_total,0
2020-02-05,Wisconsin,state,55,fips_code,cases_total,1
2020-02-05,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-06,Arizona,state,04,fips_code,cases_total,1
2020-02-06,Arizona,state,04,fips_code,deaths_total,0
2020-02-06,California,state,06,fips_code,cases_total,6
2020-02-06,California,state,06,fips_code,deaths_total,0
2020-02-06,Illinois,state,17,fips_code,cases_total,2
2020-02-06,Illinois,state,17,fips_code,deaths_total,0
2020-02-06,Massachusetts,state,25,fips_code,cases_total,1
2020-02-06,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-06,Washington,state,53,fips_code,cases_total,1
2020-02-06,Washington,state,53,fips_code,deaths_total,0
2020-02-06,Wisconsin,state,55,fips_code,cases_total,1
2020-02-06,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-07,Arizona,state,04,fips_code,cases_total,1
2020-02-07,Arizona,state,04,fips_code,deaths_total,0
2020-02-07,California,state,06,fips_code,cases_total,6
2020-02-07,California,state,06,fips_code,deaths_total,0
2020-02-07,Illinois,state,17,fips_code,cases_total,2
2020-02-07,Illinois,state,17,fips_code,deaths_total,0
2020-02-07,Massachusetts,state,25,fips_code,cases_total,1
2020-02-07,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-07,Washington,state,53,fips_code,cases_total,1
2020-02-07,Washington,state,53,fips_code,deaths_total,0
2020-02-07,Wisconsin,state,55,fips_code,cases_total,1
2020-02-07,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-08,Arizona,state,04,fips_code,cases_total,1
2020-02-08,Arizona,state,04,fips_code,deaths_total,0
2020-02-08,California,state,06,fips_code,cases_total,6
2020-02-08,California,state,06,fips_code,deaths_total,0
2020-02-08,Illinois,state,17,fips_code,cases_total,2
2020-02-08,Illinois,state,17,fips_code,deaths_total,0
2020-02-08,Massachusetts,state,25,fips_code,cases_total,1
2020-02-08,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-08,Washington,state,53,fips_code,cases_total,1
2020-02-08,Washington,state,53,fips_code,deaths_total,0
2020-02-08,Wisconsin,state,55,fips_code,cases_total,1
2020-02-08,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-09,Arizona,state,04,fips_code,cases_total,1
2020-02-09,Arizona,state,04,fips_code,deaths_total,0
2020-02-09,California,state,06,fips_code,cases_total,6
2020-02-09,California,state,06,fips_code,deaths_total,0
2020-02-09,Illinois,state,17,fips_code,cases_total,2
2020-02-09,Illinois,state,17,fips_code,deaths_total,0
2020-02-09,Massachusetts,state,25,fips_code,cases_total,1
2020-02-09,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-09,Washington,state,53,fips_code,cases_total,1
2020-02-09,Washington,state,53,fips_code,deaths_total,0
2020-02-09,Wisconsin,state,55,fips_code,cases_total,1
2020-02-09,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-10,Arizona,state,04,fips_code,cases_total,1
2020-02-10,Arizona,state,04,fips_code,deaths_total,0
2020-02-10,California,state,06,fips_code,cases_total,7
2020-02-10,California,state,06,fips_code,deaths_total,0
2020-02-10,Illinois,state,17,fips_code,cases_total,2
2020-02-10,Illinois,state,17,fips_code,deaths_total,0
2020-02-10,Massachusetts,state,25,fips_code,cases_total,1
2020-02-10,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-10,Washington,state,53,fips_code,cases_total,1
2020-02-10,Washington,state,53,fips_code,deaths_total,0
2020-02-10,Wisconsin,state,55,fips_code,cases_total,1
2020-02-10,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-11,Arizona,state,04,fips_code,cases_total,1
2020-02-11,Arizona,state,04,fips_code,deaths_total,0
2020-02-11,California,state,06,fips_code,cases_total,7
2020-02-11,California,state,06,fips_code,deaths_total,0
2020-02-11,Illinois,state,17,fips_code,cases_total,2
2020-02-11,Illinois,state,17,fips_code,deaths_total,0
2020-02-11,Massachusetts,state,25,fips_code,cases_total,1
2020-02-11,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-11,Washington,state,53,fips_code,cases_total,1
2020-02-11,Washington,state,53,fips_code,deaths_total,0
2020-02-11,Wisconsin,state,55,fips_code,cases_total,1
2020-02-11,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-12,Arizona,state,04,fips_code,cases_total,1
2020-02-12,Arizona,state,04,fips_code,deaths_total,0
2020-02-12,California,state,06,fips_code,cases_total,7
2020-02-12,California,state,06,fips_code,deaths_total,0
2020-02-12,Illinois,state,17,fips_code,cases_total,2
2020-02-12,Illinois,state,17,fips_code,deaths_total,0
2020-02-12,Massachusetts,state,25,fips_code,cases_total,1
2020-02-12,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-12,Texas,state,48,fips_code,cases_total,1
2020-02-12,Texas,state,48,fips_code,deaths_total,0
2020-02-12,Washington,state,53,fips_code,cases_total,1
2020-02-12,Washington,state,53,fips_code,deaths_total,0
2020-02-12,Wisconsin,state,55,fips_code,cases_total,1
2020-02-12,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-13,Arizona,state,04,fips_code,cases_total,1
2020-02-13,Arizona,state,04,fips_code,deaths_total,0
2020-02-13,California,state,06,fips_code,cases_total,7
2020-02-13,California,state,06,fips_code,deaths_total,0
2020-02-13,Illinois,state,17,fips_code,cases_total,2
2020-02-13,Illinois,state,17,fips_code,deaths_total,0
2020-02-13,Massachusetts,state,25,fips_code,cases_total,1
2020-02-13,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-13,Texas,state,48,fips_code,cases_total,2
2020-02-13,Texas,state,48,fips_code,deaths_total,0
2020-02-13,Washington,state,53,fips_code,cases_total,1
2020-02-13,Washington,state,53,fips_code,deaths_total,0
2020-02-13,Wisconsin,state,55,fips_code,cases_total,1
2020-02-13,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-14,Arizona,state,04,fips_code,cases_total,1
2020-02-14,Arizona,state,04,fips_code,deaths_total,0
2020-02-14,California,state,06,fips_code,cases_total,7
2020-02-14,California,state,06,fips_code,deaths_total,0
2020-02-14,Illinois,state,17,fips_code,cases_total,2
2020-02-14,Illinois,state,17,fips_code,deaths_total,0
2020-02-14,Massachusetts,state,25,fips_code,cases_total,1
2020-02-14,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-14,Texas,state,48,fips_code,cases_total,2
2020-02-14,Texas,state,48,fips_code,deaths_total,0
2020-02-14,Washington,state,53,fips_code,cases_total,1
2020-02-14,Washington,state,53,fips_code,deaths_total,0
2020-02-14,Wisconsin,state,55,fips_code,cases_total,1
2020-02-14,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-15,Arizona,state,04,fips_code,cases_total,1
2020-02-15,Arizona,state,04,fips_code,deaths_total,0
2020-02-15,California,state,06,fips_code,cases_total,7
2020-02-15,California,state,06,fips_code,deaths_total,0
2020-02-15,Illinois,state,17,fips_code,cases_total,2
2020-02-15,Illinois,state,17,fips_code,deaths_total,0
2020-02-15,Massachusetts,state,25,fips_code,cases_total,1
2020-02-15,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-15,Texas,state,48,fips_code,cases_total,2
2020-02-15,Texas,state,48,fips_code,deaths_total,0
2020-02-15,Washington,state,53,fips_code,cases_total,1
2020-02-15,Washington,state,53,fips_code,deaths_total,0
2020-02-15,Wisconsin,state,55,fips_code,cases_total,1
2020-02-15,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-16,Arizona,state,04,fips_code,cases_total,1
2020-02-16,Arizona,state,04,fips_code,deaths_total,0
2020-02-16,California,state,06,fips_code,cases_total,7
2020-02-16,California,state,06,fips_code,deaths_total,0
2020-02-16,Illinois,state,17,fips_code,cases_total,2
2020-02-16,Illinois,state,17,fips_code,deaths_total,0
2020-02-16,Massachusetts,state,25,fips_code,cases_total,1
2020-02-16,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-16,Texas,state,48,fips_code,cases_total,2
2020-02-16,Texas,state,48,fips_code,deaths_total,0
2020-02-16,Washington,state,53,fips_code,cases_total,1
2020-02-16,Washington,state,53,fips_code,deaths_total,0
2020-02-16,Wisconsin,state,55,fips_code,cases_total,1
2020-02-16,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-17,Arizona,state,04,fips_code,cases_total,1
2020-02-17,Arizona,state,04,fips_code,deaths_total,0
2020-02-17,California,state,06,fips_code,cases_total,7
2020-02-17,California,state,06,fips_code,deaths_total,0
2020-02-17,Illinois,state,17,fips_code,cases_total,2
2020-02-17,Illinois,state,17,fips_code,deaths_total,0
2020-02-17,Massachusetts,state,25,fips_code,cases_total,1
2020-02-17,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-17,Nebraska,state,31,fips_code,cases_total,10
2020-02-17,Nebraska,state,31,fips_code,deaths_total,0
2020-02-17,Texas,state,48,fips_code,cases_total,2
2020-02-17,Texas,state,48,fips_code,deaths_total,0
2020-02-17,Washington,state,53,fips_code,cases_total,1
2020-02-17,Washington,state,53,fips_code,deaths_total,0
2020-02-17,Wisconsin,state,55,fips_code,cases_total,1
2020-02-17,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-18,Arizona,state,04,fips_code,cases_total,1
2020-02-18,Arizona,state,04,fips_code,deaths_total,0
2020-02-18,California,state,06,fips_code,cases_total,7
2020-02-18,California,state,06,fips_code,deaths_total,0
2020-02-18,Illinois,state,17,fips_code,cases_total,2
2020-02-18,Illinois,state,17,fips_code,deaths_total,0
2020-02-18,Massachusetts,state,25,fips_code,cases_total,1
2020-02-18,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-18,Nebraska,state,31,fips_code,cases_total,10
2020-02-18,Nebraska,state,31,fips_code,deaths_total,0
2020-02-18,Texas,state,48,fips_code,cases_total,2
2020-02-18,Texas,state,48,fips_code,deaths_total,0
2020-02-18,Washington,state,53,fips_code,cases_total,1
2020-02-18,Washington,state,53,fips_code,deaths_total,0
2020-02-18,Wisconsin,state,55,fips_code,cases_total,1
2020-02-18,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-19,Arizona,state,04,fips_code,cases_total,1
2020-02-19,Arizona,state,04,fips_code,deaths_total,0
2020-02-19,California,state,06,fips_code,cases_total,7
2020-02-19,California,state,06,fips_code,deaths_total,0
2020-02-19,Illinois,state,17,fips_code,cases_total,2
2020-02-19,Illinois,state,17,fips_code,deaths_total,0
2020-02-19,Massachusetts,state,25,fips_code,cases_total,1
2020-02-19,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-19,Nebraska,state,31,fips_code,cases_total,10
2020-02-19,Nebraska,state,31,fips_code,deaths_total,0
2020-02-19,Texas,state,48,fips_code,cases_total,2
2020-02-19,Texas,state,48,fips_code,deaths_total,0
2020-02-19,Washington,state,53,fips_code,cases_total,1
2020-02-19,Washington,state,53,fips_code,deaths_total,0
2020-02-19,Wisconsin,state,55,fips_code,cases_total,1
2020-02-19,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-20,Arizona,state,04,fips_code,cases_total,1
2020-02-20,Arizona,state,04,fips_code,deaths_total,0
2020-02-20,California,state,06,fips_code,cases_total,8
2020-02-20,California,state,06,fips_code,deaths_total,0
2020-02-20,Illinois,state,17,fips_code,cases_total,2
2020-02-20,Illinois,state,17,fips_code,deaths_total,0
2020-02-20,Massachusetts,state,25,fips_code,cases_total,1
2020-02-20,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-20,Nebraska,state,31,fips_code,cases_total,11
2020-02-20,Nebraska,state,31,fips_code,deaths_total,0
2020-02-20,Texas,state,48,fips_code,cases_total,2
2020-02-20,Texas,state,48,fips_code,deaths_total,0
2020-02-20,Washington,state,53,fips_code,cases_total,1
2020-02-20,Washington,state,53,fips_code,deaths_total,0
2020-02-20,Wisconsin,state,55,fips_code,cases_total,1
2020-02-20,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-21,Arizona,state,04,fips_code,cases_total,1
2020-02-21,Arizona,state,04,fips_code,deaths_total,0
2020-02-21,California,state,06,fips_code,cases_total,9
2020-02-21,California,state,06,fips_code,deaths_total,0
2020-02-21,Illinois,state,17,fips_code,cases_total,2
2020-02-21,Illinois,state,17,fips_code,deaths_total,0
2020-02-21,Massachusetts,state,25,fips_code,cases_total,1
2020-02-21,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-21,Nebraska,state,31,fips_code,cases_total,11
2020-02-21,Nebraska,state,31,fips_code,deaths_total,0
2020-02-21,Texas,state,48,fips_code,cases_total,4
2020-02-21,Texas,state,48,fips_code,deaths_total,0
2020-02-21,Washington,state,53,fips_code,cases_total,1
2020-02-21,Washington,state,53,fips_code,deaths_total,0
2020-02-21,Wisconsin,state,55,fips_code,cases_total,1
2020-02-21,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-22,Arizona,state,04,fips_code,cases_total,1
2020-02-22,Arizona,state,04,fips_code,deaths_total,0
2020-02-22,California,state,06,fips_code,cases_total,9
2020-02-22,California,state,06,fips_code,deaths_total,0
2020-02-22,Illinois,state,17,fips_code,cases_total,2
2020-02-22,Illinois,state,17,fips_code,deaths_total,0
2020-02-22,Massachusetts,state,25,fips_code,cases_total,1
2020-02-22,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-22,Nebraska,state,31,fips_code,cases_total,11
2020-02-22,Nebraska,state,31,fips_code,deaths_total,0
2020-02-22,Texas,state,48,fips_code,cases_total,4
2020-02-22,Texas,state,48,fips_code,deaths_total,0
2020-02-22,Washington,state,53,fips_code,cases_total,1
2020-02-22,Washington,state,53,fips_code,deaths_total,0
2020-02-22,Wisconsin,state,55,fips_code,cases_total,1
2020-02-22,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-23,Arizona,state,04,fips_code,cases_total,1
2020-02-23,Arizona,state,04,fips_code,deaths_total,0
2020-02-23,California,state,06,fips_code,cases_total,9
2020-02-23,California,state,06,fips_code,deaths_total,0
2020-02-23,Illinois,state,17,fips_code,cases_total,2
2020-02-23,Illinois,state,17,fips_code,deaths_total,0
2020-02-23,Massachusetts,state,25,fips_code,cases_total,1
2020-02-23,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-23,Nebraska,state,31,fips_code,cases_total,11
2020-02-23,Nebraska,state,31,fips_code,deaths_total,0
2020-02-23,Texas,state,48,fips_code,cases_total,4
2020-02-23,Texas,state,48,fips_code,deaths_total,0
2020-02-23,Washington,state,53,fips_code,cases_total,1
2020-02-23,Washington,state,53,fips_code,deaths_total,0
2020-02-23,Wisconsin,state,55,fips_code,cases_total,1
2020-02-23,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-24,Arizona,state,04,fips_code,cases_total,1
2020-02-24,Arizona,state,04,fips_code,deaths_total,0
2020-02-24,California,state,06,fips_code,cases_total,11
2020-02-24,California,state,06,fips_code,deaths_total,0
2020-02-24,Illinois,state,17,fips_code,cases_total,2
2020-02-24,Illinois,state,17,fips_code,deaths_total,0
2020-02-24,Massachusetts,state,25,fips_code,cases_total,1
2020-02-24,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-24,Nebraska,state,31,fips_code,cases_total,12
2020-02-24,Nebraska,state,31,fips_code,deaths_total,0
2020-02-24,Texas,state,48,fips_code,cases_total,10
2020-02-24,Texas,state,48,fips_code,deaths_total,0
2020-02-24,Washington,state,53,fips_code,cases_total,5
2020-02-24,Washington,state,53,fips_code,deaths_total,0
2020-02-24,Wisconsin,state,55,fips_code,cases_total,1
2020-02-24,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-25,Arizona,state,04,fips_code,cases_total,1
2020-02-25,Arizona,state,04,fips_code,deaths_total,0
2020-02-25,California,state,06,fips_code,cases_total,11
2020-02-25,California,state,06,fips_code,deaths_total,0
2020-02-25,Illinois,state,17,fips_code,cases_total,2
2020-02-25,Illinois,state,17,fips_code,deaths_total,0
2020-02-25,Massachusetts,state,25,fips_code,cases_total,1
2020-02-25,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-25,Nebraska,state,31,fips_code,cases_total,13
2020-02-25,Nebraska,state,31,fips_code,deaths_total,0
2020-02-25,Texas,state,48,fips_code,cases_total,10
2020-02-25,Texas,state,48,fips_code,deaths_total,0
2020-02-25,Utah,state,49,fips_code,cases_total,1
2020-02-25,Utah,state,49,fips_code,deaths_total,0
2020-02-25,Washington,state,53,fips_code,cases_total,5
2020-02-25,Washington,state,53,fips_code,deaths_total,0
2020-02-25,Wisconsin,state,55,fips_code,cases_total,1
2020-02-25,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-26,Arizona,state,04,fips_code,cases_total,1
2020-02-26,Arizona,state,04,fips_code,deaths_total,0
2020-02-26,California,state,06,fips_code,cases_total,26
2020-02-26,California,state,06,fips_code,deaths_total,0
2020-02-26,Illinois,state,17,fips_code,cases_total,2
2020-02-26,Illinois,state,17,fips_code,deaths_total,0
2020-02-26,Massachusetts,state,25,fips_code,cases_total,1
2020-02-26,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-26,Nebraska,state,31,fips_code,cases_total,13
2020-02-26,Nebraska,state,31,fips_code,deaths_total,0
2020-02-26,Texas,state,48,fips_code,cases_total,10
2020-02-26,Texas,state,48,fips_code,deaths_total,0
2020-02-26,Utah,state,49,fips_code,cases_total,1
2020-02-26,Utah,state,49,fips_code,deaths_total,0
2020-02-26,Washington,state,53,fips_code,cases_total,5
2020-02-26,Washington,state,53,fips_code,deaths_total,0
2020-02-26,Wisconsin,state,55,fips_code,cases_total,1
2020-02-26,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-27,Arizona,state,04,fips_code,cases_total,1
2020-02-27,Arizona,state,04,fips_code,deaths_total,0
2020-02-27,California,state,06,fips_code,cases_total,26
2020-02-27,California,state,06,fips_code,deaths_total,0
2020-02-27,Illinois,state,17,fips_code,cases_total,2
2020-02-27,Illinois,state,17,fips_code,deaths_total,0
2020-02-27,Massachusetts,state,25,fips_code,cases_total,1
2020-02-27,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-27,Nebraska,state,31,fips_code,cases_total,13
2020-02-27,Nebraska,state,31,fips_code,deaths_total,0
2020-02-27,Texas,state,48,fips_code,cases_total,10
2020-02-27,Texas,state,48,fips_code,deaths_total,0
2020-02-27,Utah,state,49,fips_code,cases_total,1
2020-02-27,Utah,state,49,fips_code,deaths_total,0
2020-02-27,Washington,state,53,fips_code,cases_total,5
2020-02-27,Washington,state,53,fips_code,deaths_total,0
2020-02-27,Wisconsin,state,55,fips_code,cases_total,1
2020-02-27,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-28,Arizona,state,04,fips_code,cases_total,1
2020-02-28,Arizona,state,04,fips_code,deaths_total,0
2020-02-28,California,state,06,fips_code,cases_total,27
2020-02-28,California,state,06,fips_code,deaths_total,0
2020-02-28,Illinois,state,17,fips_code,cases_total,2
2020-02-28,Illinois,state,17,fips_code,deaths_total,0
2020-02-28,Massachusetts,state,25,fips_code,cases_total,1
2020-02-28,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-28,Nebraska,state,31,fips_code,cases_total,13
2020-02-28,Nebraska,state,31,fips_code,deaths_total,0
2020-02-28,Oregon,state,41,fips_code,cases_total,1
2020-02-28,Oregon,state,41,fips_code,deaths_total,0
2020-02-28,Texas,state,48,fips_code,cases_total,11
2020-02-28,Texas,state,48,fips_code,deaths_total,0
2020-02-28,Utah,state,49,fips_code,cases_total,1
2020-02-28,Utah,state,49,fips_code,deaths_total,0
2020-02-28,Washington,state,53,fips_code,cases_total,7
2020-02-28,Washington,state,53,fips_code,deaths_total,0
2020-02-28,Wisconsin,state,55,fips_code,cases_total,1
2020-02-28,Wisconsin,state,55,fips_code,deaths_total,0
2020-02-29,Arizona,state,04,fips_code,cases_total,1
2020-02-29,Arizona,state,04,fips_code,deaths_total,0
2020-02-29,California,state,06,fips_code,cases_total,28
2020-02-29,California,state,06,fips_code,deaths_total,0
2020-02-29,Illinois,state,17,fips_code,cases_total,3
2020-02-29,Illinois,state,17,fips_code,deaths_total,0
2020-02-29,Massachusetts,state,25,fips_code,cases_total,1
2020-02-29,Massachusetts,state,25,fips_code,deaths_total,0
2020-02-29,Nebraska,state,31,fips_code,cases_total,13
2020-02-29,Nebraska,state,31,fips_code,deaths_total,0
2020-02-29,Oregon,state,41,fips_code,cases_total,1
2020-02-29,Oregon,state,41,fips_code,deaths_total,0
2020-02-29,Texas,state,48,fips_code,cases_total,11
2020-02-29,Texas,state,48,fips_code,deaths_total,0
2020-02-29,Utah,state,49,fips_code,cases_total,1
2020-02-29,Utah,state,49,fips_code,deaths_total,0
2020-02-29,Washington,state,53,fips_code,cases_total,10
2020-02-29,Washington,state,53,fips_code,deaths_total,1
2020-02-29,Wisconsin,state,55,fips_code,cases_total,1
2020-02-29,Wisconsin,state,55,fips_code,deaths_total,0
2020-03-01,Arizona,state,04,fips_code,cases_total,1
2020-03-01,Arizona,state,04,fips_code,deaths_total,0
2020-03-01,California,state,06,fips_code,cases_total,33
2020-03-01,California,state,06,fips_code,deaths_total,0
2020-03-01,Florida,state,12,fips_code,cases_total,2
2020-03-01,Florida,state,12,fips_code,deaths_total,0
2020-03-01,Illinois,state,17,fips_code,cases_total,3
2020-03-01,Illinois,state,17,fips_code,deaths_total,0
2020-03-01,Massachusetts,state,25,fips_code,cases_total,1
2020-03-01,Massachusetts,state,25,fips_code,deaths_total,0
2020-03-01,Nebraska,state,31,fips_code,cases_total,13
2020-03-01,Nebraska,state,31,fips_code,deaths_total,0
2020-03-01,New York,state,36,fips_code,cases_total,1
